Countrycode,City,Type,Quarter,Variable,Value,Note
840,Kansas City,Tram,1Q2021,Pass,140.766,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,2Q2021,Pass,270.831,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,3Q2021,Pass,352.293,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,1Q2019,PKM,953.1697744,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,2Q2019,PKM,1335.564582,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,3Q2019,PKM,1398.345249,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,4Q2019,PKM,1037.882127,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,1Q2020,PKM,782.5380345,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,2Q2020,PKM,199.6578193,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,3Q2020,PKM,328.032979,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,4Q2020,PKM,300.0889965,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,1Q2021,PKM,288.3632172,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,2Q2021,PKM,554.8051267,"Kansas City, City of Missouri (KCMO)"
840,Kansas City,Tram,3Q2021,PKM,721.6823868,"Kansas City, City of Missouri (KCMO)"
840,Kenosha (Wisconsin),Tram,1Q2019,Pass,2.666,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,2Q2019,Pass,9.752,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,3Q2019,Pass,19.07,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,4Q2019,Pass,5.17,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,1Q2020,Pass,1.763,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,2Q2020,Pass,0,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,3Q2020,Pass,1.473,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,4Q2020,Pass,0.609,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,1Q2021,Pass,1.145,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,2Q2021,Pass,5.71,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,3Q2021,Pass,10.704,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,1Q2019,PKM,7.079325726,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,2Q2019,PKM,25.89556807,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,3Q2019,PKM,50.63868777,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,4Q2019,PKM,13.72847487,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,1Q2020,PKM,4.681205866,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,2Q2020,PKM,0,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,3Q2020,PKM,3.911183347,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,4Q2020,PKM,1.61704729,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,1Q2021,PKM,3.040261326,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,2Q2021,PKM,15.16147788,City of Kenosha (KAT)
840,Kenosha (Wisconsin),Tram,3Q2021,PKM,28.42179671,City of Kenosha (KAT)
840,Lewisville (Texas),Light rail,1Q2019,Pass,96.371,"Denton County Transportation Authority (DCTA) - The ""A Train"""
840,Lewisville (Texas),Light rail,2Q2019,Pass,93.57,"Denton County Transportation Authority (DCTA) - The ""A Train"""
840,Lewisville (Texas),Light rail,3Q2019,Pass,96.055,"Denton County Transportation Authority (DCTA) - The ""A Train"""
840,Lewisville (Texas),Light rail,4Q2019,Pass,101.471,"Denton County Transportation Authority (DCTA) - The ""A Train"""
840,Lewisville (Texas),Light rail,1Q2020,Pass,78.882,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,2Q2020,Pass,18.48,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,3Q2020,Pass,22.483,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,4Q2020,Pass,24.401,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,1Q2021,Pass,24.044,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,2Q2021,Pass,27.478,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,3Q2021,Pass,37.517,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,1Q2019,PKM,2164.037977,"Denton County Transportation Authority (DCTA) - The ""A Train"""
840,Lewisville (Texas),Light rail,2Q2019,PKM,2101.140732,"Denton County Transportation Authority (DCTA) - The ""A Train"""
840,Lewisville (Texas),Light rail,3Q2019,PKM,2156.942108,"Denton County Transportation Authority (DCTA) - The ""A Train"""
840,Lewisville (Texas),Light rail,4Q2019,PKM,2278.559915,"Denton County Transportation Authority (DCTA) - The ""A Train"""
840,Lewisville (Texas),Light rail,1Q2020,PKM,1743.70637,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,2Q2020,PKM,408.5050293,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,3Q2020,PKM,496.9923471,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,4Q2020,PKM,539.3902175,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,1Q2021,PKM,531.4986431,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,2Q2021,PKM,607.4080733,Denton County Transportation Authority (DCTA) - The A Train
840,Lewisville (Texas),Light rail,3Q2021,PKM,829.3226832,Denton County Transportation Authority (DCTA) - The A Train
840,Los Angeles,Light rail,1Q2019,Pass,14394.868,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,2Q2019,Pass,12769.913,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,3Q2019,Pass,11311.733,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,4Q2019,Pass,12919.894,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,1Q2020,Pass,12772.275,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,2Q2020,Pass,5094.353,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,3Q2020,Pass,5738.436,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,4Q2020,Pass,5537.361,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,1Q2021,Pass,5282.441,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,2Q2021,Pass,6312.891,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,3Q2021,Pass,7286.937,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,1Q2019,PKM,179705.1326,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,2Q2019,PKM,159419.2395,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,3Q2019,PKM,141215.3608,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,4Q2019,PKM,161291.5981,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,1Q2020,PKM,155627.5646,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,2Q2020,PKM,62073.65176,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,3Q2020,PKM,69921.67169,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,4Q2020,PKM,67471.61384,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,1Q2021,PKM,64365.46566,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,2Q2021,PKM,76921.28864,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Light rail,3Q2021,PKM,88789.84039,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,1Q2019,Pass,10729.429,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,2Q2019,Pass,10527.418,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,3Q2019,Pass,10236.05,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,4Q2019,Pass,10282.593,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,1Q2020,Pass,8991.374,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,2Q2020,Pass,4158.248,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,3Q2020,Pass,4718.231,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,4Q2020,Pass,4908.671,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,1Q2021,Pass,4233.585,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,2Q2021,Pass,5028.063,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,3Q2021,Pass,5568.465,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,1Q2019,PKM,83247.3765,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,2Q2019,PKM,81680.01576,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,3Q2019,PKM,79419.3529,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,4Q2019,PKM,79780.47022,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,1Q2020,PKM,70024.08457,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,2Q2020,PKM,32384.09498,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,3Q2020,PKM,36745.19674,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,4Q2020,PKM,38228.32787,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,1Q2021,PKM,32970.81337,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,2Q2021,PKM,39158.14299,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Los Angeles,Metro,3Q2021,PKM,43366.74952,Los Angeles County Metropolitan Transportation Authority (LACMTA)
840,Memphis,Tram,1Q2019,Pass,70.135,City of Memphis (MATA)
840,Memphis,Tram,2Q2019,Pass,108.003,City of Memphis (MATA)
840,Memphis,Tram,3Q2019,Pass,113.649,City of Memphis (MATA)
840,Memphis,Tram,4Q2019,Pass,74.879,City of Memphis (MATA)
840,Memphis,Tram,1Q2020,Pass,37.03,City of Memphis (MATA)
840,Memphis,Tram,2Q2020,Pass,15.516,City of Memphis (MATA)
840,Memphis,Tram,3Q2020,Pass,20.897,City of Memphis (MATA)
840,Memphis,Tram,4Q2020,Pass,27.601,City of Memphis (MATA)
840,Memphis,Tram,1Q2021,Pass,31.662,City of Memphis (MATA)
840,Memphis,Tram,2Q2021,Pass,70.817,City of Memphis (MATA)
840,Memphis,Tram,3Q2021,Pass,77.763,City of Memphis (MATA)
840,Memphis,Tram,1Q2019,PKM,137.567249,City of Memphis (MATA)
840,Memphis,Tram,2Q2019,PKM,211.8439523,City of Memphis (MATA)
840,Memphis,Tram,3Q2019,PKM,222.9183758,City of Memphis (MATA)
840,Memphis,Tram,4Q2019,PKM,146.8724323,City of Memphis (MATA)
840,Memphis,Tram,1Q2020,PKM,72.75218453,City of Memphis (MATA)
840,Memphis,Tram,2Q2020,PKM,30.48401013,City of Memphis (MATA)
840,Memphis,Tram,3Q2020,PKM,41.05596544,City of Memphis (MATA)
840,Memphis,Tram,4Q2020,PKM,54.22719539,City of Memphis (MATA)
840,Memphis,Tram,1Q2021,PKM,62.2057701,City of Memphis (MATA)
840,Memphis,Tram,2Q2021,PKM,139.1329045,City of Memphis (MATA)
840,Memphis,Tram,3Q2021,PKM,152.7795875,City of Memphis (MATA)
840,Miami,Metro,1Q2019,Pass,4765.004,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,2Q2019,Pass,4451.009,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,3Q2019,Pass,4310.53,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,4Q2019,Pass,4546.542,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,1Q2020,Pass,4152.777,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,2Q2020,Pass,1234.257,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,3Q2020,Pass,1928.483,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,4Q2020,Pass,2238.211,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,1Q2021,Pass,2447.008,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,2Q2021,Pass,2437.994,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,3Q2021,Pass,2267.486,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,1Q2019,PKM,56617.38753,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,2Q2019,PKM,52886.52464,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,3Q2019,PKM,51217.36466,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,4Q2019,PKM,54021.63993,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,1Q2020,PKM,49342.95643,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,2Q2020,PKM,14665.34066,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,3Q2020,PKM,22914.07717,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,4Q2020,PKM,26594.23991,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,1Q2021,PKM,29075.14878,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,2Q2021,PKM,28968.04517,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Metro,3Q2021,PKM,26942.08307,County of Miami-Dade (MDT) - Miami Subway
840,Miami,Other,1Q2019,Pass,2159.702,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,2Q2019,Pass,2231.659,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,3Q2019,Pass,2179.478,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,4Q2019,Pass,2480.698,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,1Q2020,Pass,2144.371,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,2Q2020,Pass,480.64,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,3Q2020,Pass,636.287,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,4Q2020,Pass,733.485,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,1Q2021,Pass,818.802,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,2Q2021,Pass,889.839,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,3Q2021,Pass,1045.081,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,1Q2019,PKM,3264.720141,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,2Q2019,PKM,3373.494161,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,3Q2019,PKM,3294.614592,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,4Q2019,PKM,3749.954728,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,1Q2020,PKM,3241.544988,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,2Q2020,PKM,726.5609277,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,3Q2020,PKM,961.8451919,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,4Q2020,PKM,1108.774846,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,1Q2021,PKM,1237.74455,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,2Q2021,PKM,1345.127849,County of Miami-Dade (MDT) - Miami MetroMover
840,Miami,Other,3Q2021,PKM,1579.799894,County of Miami-Dade (MDT) - Miami MetroMover
840,Milwaukee,Tram,1Q2019,Pass,143.354,"City of Milwaukee - ""The HOP"""
840,Milwaukee,Tram,2Q2019,Pass,189.961,"City of Milwaukee - ""The HOP"""
840,Milwaukee,Tram,3Q2019,Pass,250.724,"City of Milwaukee - ""The HOP"""
840,Milwaukee,Tram,4Q2019,Pass,176.282,"City of Milwaukee - ""The HOP"""
840,Milwaukee,Tram,1Q2020,Pass,125.919,City of Milwaukee - The HOP
840,Milwaukee,Tram,2Q2020,Pass,31.994,City of Milwaukee - The HOP
840,Milwaukee,Tram,3Q2020,Pass,55.216,City of Milwaukee - The HOP
840,Milwaukee,Tram,4Q2020,Pass,48.174,City of Milwaukee - The HOP
840,Milwaukee,Tram,1Q2021,Pass,46.722,City of Milwaukee - The HOP
840,Milwaukee,Tram,2Q2021,Pass,62.567,City of Milwaukee - The HOP
840,Milwaukee,Tram,3Q2021,Pass,99.327,City of Milwaukee - The HOP
840,Milwaukee,Tram,1Q2019,PKM,242.9327087,"City of Milwaukee - ""The HOP"""
840,Milwaukee,Tram,2Q2019,PKM,321.914563,"City of Milwaukee - ""The HOP"""
840,Milwaukee,Tram,3Q2019,PKM,424.8856708,"City of Milwaukee - ""The HOP"""
840,Milwaukee,Tram,4Q2019,PKM,298.7336506,"City of Milwaukee - ""The HOP"""
840,Milwaukee,Tram,1Q2020,PKM,266.5611843,City of Milwaukee - The HOP
840,Milwaukee,Tram,2Q2020,PKM,67.7289252,City of Milwaukee - The HOP
840,Milwaukee,Tram,3Q2020,PKM,116.888177,City of Milwaukee - The HOP
840,Milwaukee,Tram,4Q2020,PKM,101.9807852,City of Milwaukee - The HOP
840,Milwaukee,Tram,1Q2021,PKM,98.90700891,City of Milwaukee - The HOP
840,Milwaukee,Tram,2Q2021,PKM,132.4496988,City of Milwaukee - The HOP
840,Milwaukee,Tram,3Q2021,PKM,210.2678925,City of Milwaukee - The HOP
840,Minneapolis,Light rail,1Q2019,Pass,5512.582,Metro Transit
840,Minneapolis,Light rail,2Q2019,Pass,6635.416,Metro Transit
840,Minneapolis,Light rail,3Q2019,Pass,6964.902,Metro Transit
840,Minneapolis,Light rail,4Q2019,Pass,6186.542,Metro Transit
840,Minneapolis,Light rail,1Q2020,Pass,4984.504,Metro Transit
840,Minneapolis,Light rail,2Q2020,Pass,1336.135,Metro Transit
840,Minneapolis,Light rail,3Q2020,Pass,1827.199,Metro Transit
840,Minneapolis,Light rail,4Q2020,Pass,2107.682,Metro Transit
840,Minneapolis,Light rail,1Q2021,Pass,2267.809,Metro Transit
840,Minneapolis,Light rail,2Q2021,Pass,2423.162,Metro Transit
840,Minneapolis,Light rail,3Q2021,Pass,2870.895,Metro Transit
840,Minneapolis,Light rail,1Q2019,PKM,35241.61819,Metro Transit
840,Minneapolis,Light rail,2Q2019,PKM,42419.83107,Metro Transit
840,Minneapolis,Light rail,3Q2019,PKM,44526.21603,Metro Transit
840,Minneapolis,Light rail,4Q2019,PKM,39550.20552,Metro Transit
840,Minneapolis,Light rail,1Q2020,PKM,31865.64605,Metro Transit
840,Minneapolis,Light rail,2Q2020,PKM,8541.833848,Metro Transit
840,Minneapolis,Light rail,3Q2020,PKM,11681.17762,Metro Transit
840,Minneapolis,Light rail,4Q2020,PKM,13474.28924,Metro Transit
840,Minneapolis,Light rail,1Q2021,PKM,14497.97189,Metro Transit
840,Minneapolis,Light rail,2Q2021,PKM,15491.13465,Metro Transit
840,Minneapolis,Light rail,3Q2021,PKM,18353.46584,Metro Transit
840,Morgantown,Other,1Q2019,Pass,486.307,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,2Q2019,Pass,179.895,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,3Q2019,Pass,478.776,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,4Q2019,Pass,599.651,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,1Q2020,Pass,405.835,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,2Q2020,Pass,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,3Q2020,Pass,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,4Q2020,Pass,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,1Q2021,Pass,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,2Q2021,Pass,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,3Q2021,Pass,422.383,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,1Q2019,PKM,1485.281491,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,2Q2019,PKM,549.4362898,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,3Q2019,PKM,1462.280269,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,4Q2019,PKM,1831.457353,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,1Q2020,PKM,1239.372844,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,2Q2020,PKM,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,3Q2020,PKM,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,4Q2020,PKM,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,1Q2021,PKM,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,2Q2021,PKM,0,West Virginia University - Morgantown Personal Rapid Transit
840,Morgantown,Other,3Q2021,PKM,1289.90851,West Virginia University - Morgantown Personal Rapid Transit
840,New Orleans,Tram,1Q2019,Pass,1640.453,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,2Q2019,Pass,1977.986,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,3Q2019,Pass,1172.311,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,4Q2019,Pass,498.576,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,1Q2020,Pass,991.67,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,2Q2020,Pass,148.625,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,3Q2020,Pass,382.99,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,4Q2020,Pass,493.242,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,1Q2019,PKM,6151.30865,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,2Q2019,PKM,7416.977135,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,3Q2019,PKM,4395.887474,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,4Q2019,PKM,1869.541439,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,1Q2020,PKM,3718.526681,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,2Q2020,PKM,557.308407,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,3Q2020,PKM,1436.121425,New Orleans Regional Transit Authority (NORTA)
840,New Orleans,Tram,4Q2020,PKM,1849.540207,New Orleans Regional Transit Authority (NORTA)
840,New York,Metro,1Q2019,Pass,616749.22,MTA New York City Transit (NYCT)
840,New York,Metro,2Q2019,Pass,692465.601,MTA New York City Transit (NYCT)
840,New York,Metro,3Q2019,Pass,689640.399,MTA New York City Transit (NYCT)
840,New York,Metro,4Q2019,Pass,725104.925,MTA New York City Transit (NYCT)
840,New York,Metro,1Q2020,Pass,578950.662,MTA New York City Transit (NYCT)
840,New York,Metro,2Q2020,Pass,86711.78,MTA New York City Transit (NYCT)
840,New York,Metro,3Q2020,Pass,203347.497,MTA New York City Transit (NYCT)
840,New York,Metro,4Q2020,Pass,241544.086,MTA New York City Transit (NYCT)
840,New York,Metro,1Q2021,Pass,230538.38,MTA New York City Transit (NYCT)
840,New York,Metro,2Q2021,Pass,312814.906,MTA New York City Transit (NYCT)
840,New York,Metro,3Q2021,Pass,357961.302,MTA New York City Transit (NYCT)
840,New York,Metro,1Q2019,PKM,3828499.307,MTA New York City Transit (NYCT)
840,New York,Metro,2Q2019,PKM,4298512.243,MTA New York City Transit (NYCT)
840,New York,Metro,3Q2019,PKM,4280974.671,MTA New York City Transit (NYCT)
840,New York,Metro,4Q2019,PKM,4501122.357,MTA New York City Transit (NYCT)
840,New York,Metro,1Q2020,PKM,3916241.056,MTA New York City Transit (NYCT)
840,New York,Metro,2Q2020,PKM,586551.2473,MTA New York City Transit (NYCT)
840,New York,Metro,3Q2020,PKM,1375519.312,MTA New York City Transit (NYCT)
840,New York,Metro,4Q2020,PKM,1633895.474,MTA New York City Transit (NYCT)
840,New York,Metro,1Q2021,PKM,1559448.72,MTA New York City Transit (NYCT)
840,New York,Metro,2Q2021,PKM,2115998.233,MTA New York City Transit (NYCT)
840,New York,Metro,3Q2021,PKM,2421385.516,MTA New York City Transit (NYCT)
840,Newark,Light rail,1Q2019,Pass,1285.501,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,2Q2019,Pass,1382.34,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,3Q2019,Pass,1456.907,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,4Q2019,Pass,1510.595,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,1Q2020,Pass,1211.123,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,2Q2020,Pass,258.645,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,3Q2020,Pass,723.447,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,4Q2020,Pass,648.607,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,1Q2021,Pass,609.929,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,2Q2021,Pass,699.213,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,3Q2021,Pass,806.581,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,1Q2019,PKM,4752.67303,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,2Q2019,PKM,5110.700059,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,3Q2019,PKM,5386.384458,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,4Q2019,PKM,5584.876337,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,1Q2020,PKM,4388.808035,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,2Q2020,PKM,937.2650458,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,3Q2020,PKM,2621.591701,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
840,Newark,Light rail,4Q2020,PKM,2350.390186,New Jersey Transit Corporation (NJ TRANSIT) - Newark Subway
